id,name,age,badge,past_purchase_amt
6518,Cody Riebel,44,silver,29.9
6519,Robert Vaughn,27,silver,12.44
6520,Glen Singleton,38,bronze,10.32
6521,Kathy Bass,40,bronze,11.05
6522,Diane Mathis,30,bronze,99.49
6523,Peter Davidson,38,gold,9.05
6524,Douglas Johnson,38,bronze,22.93
6525,James Pledger,34,bronze,68.82
6526,Willie Wood,32,silver,10.83
6527,Mark Wood,35,gold,11.16
6528,Maggie Griffin,34,bronze,10.22
6529,Donald Mahajan,40,bronze,7.07
6530,Robin Preskar,32,bronze,19.28
6531,Marie Garcia,23,bronze,12.49
6532,Raymond Franklin,33,gold,8.91
6533,Leonard Newland,29,bronze,143.99
6534,Sean Macon,26,bronze,53.94
6535,John England,33,bronze,21.1
6536,Jerry Seifert,27,bronze,11.74
6537,Maritza Frank,40,bronze,29.67
6538,Miriam Graves,34,bronze,12.280000000000001
6539,Paul Stutzman,39,bronze,13.71
6540,Terrence Mumma,34,silver,184.6
6541,Judith Rubio,42,gold,12.190000000000001
6542,Priscilla Urie,28,bronze,6.6
6543,Elizabeth Warren,30,gold,20.68
6544,Gladys Borror,18,bronze,12.33
6545,Raymond Poole,35,bronze,57.81
6546,Julio Belt,40,gold,316.73
6547,Charles Fleming,36,bronze,9.91
6548,Pamela Seibel,33,bronze,29.58
6549,Alice Wright,35,gold,249.31
6550,Michael Mull,36,bronze,25.19
6551,Juan Borders,32,bronze,165.24
6552,Clarence Sawicki,42,silver,11.22
6553,Reginald Lockwood,27,bronze,121.32
6554,Willis Clark,44,bronze,43.91
6555,Gertrude Larose,34,bronze,23.35
6556,Ricky Hall,24,silver,16.69
6557,Elizabeth Defenbaugh,41,bronze,9.79
6558,Megan Graham,29,gold,28.26
6559,William Camargo,44,silver,140.09
6560,Sandra Adams,31,silver,18.48
6561,Kevin Hagan,36,bronze,7.37
6562,Jason Terhune,34,bronze,15.82
6563,Dixie Sheehan,45,silver,37.75
6564,Edwin Wickham,33,gold,22.71
6565,Laura Campbell,21,silver,17.28
6566,Kenneth Sumter,38,bronze,42.64
6567,Dwayne Poole,31,silver,52.55
6568,Michael Flores,30,gold,9.83
6569,Sean Stamps,43,silver,40.77
6570,Jordan James,30,gold,7.41
6571,Billie Huggins,45,gold,17.22
6572,Sheila Cotton,37,bronze,5.23
6573,Jimmie Yockers,29,silver,25.98
6574,James Woodruff,35,bronze,8.3
6575,Maria Morrow,28,bronze,8.8
6576,Anna Johnson,46,silver,37.69
6577,Gregory Ward,41,gold,60.46
6578,Christopher Loughborough,38,bronze,6.28
6579,Mary Ross,33,bronze,31.13
6580,Mildred Bryant,23,bronze,9048.0
6581,Jack Gregory,43,bronze,58.95
6582,Sharon Boykins,40,bronze,6.57
6583,Robin Blain,35,bronze,11.97
6584,Rodney Strait,41,bronze,13.59
6585,Kurt Patrick,35,bronze,9.9
6586,Raul Mercado,41,silver,7.9399999999999995
6587,Gale Keller,39,silver,9.61
6588,Hector Strickler,42,gold,25.19
6589,Joanne Rameriz,35,silver,4290.22
6590,Jeff Morrison,27,gold,8.1
6591,Zulema Strauss,27,silver,7.41
6592,Maribel Delaurentis,36,bronze,17.82
6593,Anthony Emmons,31,bronze,6.55
6594,Thaddeus Snider,34,bronze,25.02
6595,Lorraine Lutz,29,bronze,15.7
6596,Luis George,37,bronze,27.56
6597,Lena Stewart,40,bronze,7.01
6598,Jason Thornton,21,bronze,10.97
6599,Mildred Anderson,31,gold,47.58
6600,Nicole Robinson,39,gold,24.72
6601,Candice Huhn,33,silver,9.41
6602,Anthony Camacho,32,gold,14.9
6603,Alejandra Alexander,35,gold,7.05
6604,Michael Lee,33,bronze,7.61
6605,Gail Gist,39,silver,12.85
6606,Lydia Ganey,44,silver,29.07
6607,Sandra Kroll,32,silver,13.01
6608,Ronald Carter,32,bronze,28.96
6609,Pedro Brett,37,bronze,6.1
6610,Kevin Burke,24,gold,48.39
6611,Leslie Bancroft,32,silver,26.56
6612,Anita Morgan,36,bronze,13.28
6613,Clifford Wietzel,39,bronze,28.02
6614,Clarence Luster,34,bronze,131.53
6615,Everett Meadows,41,bronze,14.71
6616,Joe Vickery,43,silver,16.810000000000002
6617,Frances Hilliard,37,gold,12.280000000000001
6618,Lillian Beltran,22,bronze,20.34
6619,Richard Caudillo,36,bronze,22.46
6620,Scott Mcninch,44,gold,65.97999999999999
6621,Hye Parker,33,bronze,58.54
6622,Clara Sutton,38,gold,11.02
6623,Stephen Burch,34,bronze,103.4
6624,Sandra Erskine,26,bronze,14.54
6625,Marie Lamantia,41,bronze,12.35
6626,Margaret Smith,39,bronze,236.79
6627,Robert Moran,31,bronze,20.130000000000003
6628,Shirley Fletcher,37,bronze,14.530000000000001
6629,David Deleon,42,bronze,8.65
6630,Jack Browning,37,silver,27.69
6631,Bill Cosey,39,bronze,10.59
6632,Jessie Glowacki,31,bronze,4640.21
6633,Emil Flint,34,gold,22.07
6634,Michael Valiente,36,silver,37.93
6635,Elaine Schmidt,39,bronze,26.07
6636,Alice Pacheco,29,silver,21.130000000000003
6637,John Eunice,40,bronze,18.21
6638,David Madison,45,bronze,12.66
6639,Andre Gasca,34,gold,7.46
6640,Carolyn Fox,40,silver,24.47
6641,Daniel Barrera,33,silver,5.21
6642,John Schradle,30,silver,14.83
6643,Roosevelt Neville,32,gold,23.22
6644,Carlos Sands,36,silver,30.0
6645,Linda Ruby,40,silver,37.760000000000005
6646,Gerald Alesci,39,silver,5.39
6647,Robert Morgan,33,bronze,464.23
6648,Hallie Schoch,34,gold,18.78
6649,Jenny Clouthier,42,silver,41.010000000000005
6650,Eric Mchenry,27,bronze,43.97
6651,John Hollis,34,bronze,119.56
6652,Patricia Noel,42,gold,64.11
6653,Carrie Smith,30,bronze,53.53
6654,Steven Nix,38,silver,23.61
6655,Mary Wall,30,bronze,185.58
6656,James Alvarez,46,silver,12.24
6657,Ronda Doggett,25,bronze,118.63
6658,Nora Henderson,32,silver,10.07
6659,John Heidler,39,silver,10.04
6660,Vincent Cramer,36,bronze,20.57
6661,Dean Stephens,46,silver,13.3
6662,Kathrine Reyes,37,silver,82.71
6663,Kaye Donoghue,28,bronze,8.07
6664,Larry Rader,38,gold,6.9399999999999995
6665,Joseph Flores,31,silver,22.98
6666,Barbara Robinson,24,bronze,251.24
6667,Maria Nelson,42,gold,12.02
6668,Sandra Downey,35,bronze,16.6
6669,Jessica Biss,37,bronze,9.37
6670,Margarita Stewart,39,gold,62.96
6671,Cynthia Medders,35,bronze,58.52
6672,Julia Jarrell,36,gold,186.29
6673,Karen Wright,26,silver,93.42
6674,Jessica Todd,41,bronze,11.059999999999999
6675,Dick Tyson,36,gold,76.01
6676,Ruth Desautels,45,gold,18.560000000000002
6677,Rosa Woodbury,41,bronze,60.8
6678,Benjamin Hollars,35,silver,11.02
6679,Joshua Nelson,32,bronze,17883.34
6680,Ann Washington,44,silver,20.53
6681,Jeffry Harris,38,silver,30.38
6682,Marie Johnson,38,bronze,23.15
6683,Danny Reese,42,silver,40.5
6684,Bruce Holder,32,bronze,34.14
6685,Kevin Wray,46,bronze,6.74
6686,Susan Romano,27,silver,321.74
6687,Lonnie Cano,34,gold,74.19
6688,Jonathan Nagase,24,bronze,84.12
6689,Jesus Sorrell,36,silver,16.07
6690,Christopher Lustig,37,bronze,27.11
6691,Jean Sanchez,37,gold,22.75
6692,Gerald Mcguire,44,bronze,32.57
6693,Joshua Hays,33,silver,10.91
6694,Dennis Hollenbeck,30,gold,15.14
6695,Emma Smith,30,silver,12.76
6696,Thomas Woodard,44,bronze,18.09
6697,Maria Roland,27,bronze,27.61
6698,Shawn Hughes,43,silver,41.84
6699,David Knower,34,gold,11.91
6700,Rhonda Luna,25,bronze,5.17
6701,Marie Baker,41,bronze,9.04
6702,Billy Wall,43,bronze,23.1
6703,Martina King,43,gold,23.26
6704,Crystal Kindred,35,silver,34.35
6705,John Fugate,44,gold,69.8
6706,Jenelle Killebrew,27,silver,17.93
6707,Marlene Graham,32,bronze,208.52
6708,Ann Hasting,29,silver,33.16
6709,Jonathan Allen,32,bronze,12.559999999999999
6710,Raymond Porter,41,silver,72.35
6711,Ellen Gilliam,41,silver,30.98
6712,Steve Kraeger,23,silver,29.89
6713,Susan Funkhouser,39,bronze,31.44
6714,George Fiorello,36,silver,13.8
6715,Dennis Johnson,25,silver,21.14
6716,Harold Flores,41,gold,44.23
6717,Elsie Arnold,40,bronze,12.73
6718,Louis Stephens,31,bronze,72.56
6719,Burton Giliberto,32,bronze,7.19
6720,Eddie Fletcher,36,bronze,62.14
6721,Doris Fultz,36,bronze,8.65
6722,Rochelle Gasca,40,bronze,11.809999999999999
6723,Lindsay Pickens,20,bronze,20.9
6724,Glenn Santana,38,bronze,306.55
6725,Carl Lewis,28,bronze,18.57
6726,Daniel Benoit,37,bronze,15621.28
6727,Lenore Mair,39,bronze,21.45
6728,Barbara Goble,30,bronze,203.49
6729,William Casares,36,bronze,12.06
6730,Nannie Arreaga,34,gold,52.41
6731,Maria Brown,41,silver,107.92
6732,Ashley Cissell,34,bronze,322.12
6733,Maria Kubis,32,bronze,48.57
6734,Wilfred Shipley,23,bronze,11.15
6735,Danny Miller,37,gold,9.35
6736,Cynthia Phillips,39,bronze,9.06
6737,Evelyn Wagoner,45,silver,13.75
6738,Lynn Wessels,36,bronze,20.259999999999998
6739,Morgan Alvarado,42,gold,82.76
6740,Wilmer Eglinton,41,bronze,15.98
6741,Jason Medina,35,gold,11.370000000000001
6742,Ryan Thompson,23,silver,5.82
6743,Mary Escoto,36,bronze,68.39
6744,Bette Farr,30,bronze,6986.77
6745,Donald Begley,30,gold,218.46
6746,Katherine Shinn,24,bronze,6.87
6747,Theresa Bakke,38,gold,51.96
6748,Eugene Ellis,25,bronze,12.45
6749,Leo Reynolds,30,gold,11.2
6750,Thomas Cordova,41,bronze,8.3
6751,Gerald Williams,35,silver,7.28
6752,Jason Fowler,27,bronze,105.57
6753,Sharon Core,45,bronze,12.379999999999999
6754,Ian Clouthier,38,gold,248.9
6755,Steve Peters,40,silver,800.0
6756,Tyrone Perez,45,silver,10.42
6757,Eileen Webb,41,gold,42.28
6758,Marcos Slayton,39,bronze,62.34
6759,Gregg Hunt,40,gold,105.6
6760,David Varillas,29,gold,78.45
6761,Matthew Punches,33,bronze,14.79
6762,Christine Tinsley,40,bronze,18.05
6763,Peter Miller,34,bronze,30.2
6764,John Pedley,36,bronze,6.23
6765,Selena Smith,40,silver,19.47
6766,Eric Harrison,41,bronze,7.57
6767,Dennis Diggs,37,silver,13.08
6768,Audrey Savage,39,bronze,7.32
6769,Esther Brown,40,silver,7.88
6770,Cherie Lennon,36,silver,128.34
6771,Andy Roach,33,bronze,8545.23
6772,Charles Nelson,45,bronze,17.39
6773,Julia Thomas,20,silver,49.33
6774,Leo Ramirez,32,silver,49.49
6775,Charles Reese,42,silver,13.4
6776,Michael Foster,31,gold,17.130000000000003
6777,Jean Stillings,40,gold,9.54
6778,Gail Sanchez,39,bronze,5.22
6779,John Scudder,26,gold,23.75
6780,Scott Dunleavy,35,silver,13.74
6781,Debra Webb,29,gold,451.98
6782,Dagmar Terry,25,bronze,9.08
6783,Jean Jordan,32,gold,25.0
6784,Phyllis Barraza,20,bronze,17.67
6785,Robert Hilton,25,bronze,337.77
6786,Randy Boswell,45,bronze,17.05
6787,Ronald Densmore,29,silver,23.46
6788,James Paulding,40,silver,38.76
6789,Patricia Watkins,32,silver,43.93
6790,Helen Mclaughlin,30,silver,19.29
6791,Michael Vincent,36,bronze,10.07
6792,Michael Scott,42,silver,17.759999999999998
6793,James Hall,33,silver,115.29
6794,Douglas Melo,33,silver,60.16
6795,Marcus Bastian,41,bronze,25.91
6796,Hector Epperson,30,bronze,258.66999999999996
6797,Jane Mclean,21,bronze,9.46
6798,Lenna Hyneman,43,silver,21.54
6799,Ophelia Cotton,29,bronze,9.5
6800,Donna Cohen,36,silver,20.46
6801,Elizabeth Lassalle,32,bronze,15.370000000000001
6802,William Lindo,34,silver,48.04
6803,Richard Padgett,27,gold,37.08
6804,Edward Ernesto,23,bronze,14.21
6805,Keith Cain,37,silver,15.1
6806,Grace Deluca,40,silver,253.87
6807,Darren Murphy,38,silver,110.95
6808,Michael Fitzsimmons,31,bronze,61.99
6809,James Levy,22,silver,24.39
6810,Mark Herman,35,bronze,10.03
6811,Angela Jackson,35,gold,35.41
6812,Melissa Lowe,32,bronze,144.99
6813,Lyle Smith,37,bronze,4618.71
6814,Vicki Root,34,silver,7.17
6815,Charles Wallace,28,bronze,8.19
6816,Stephanie Helmuth,31,bronze,78.45
6817,Raymond Doty,24,bronze,5.26
6818,Amanda Cooper,34,bronze,17.3
6819,Gregory Stewart,20,silver,25.12
6820,Robert Strawser,37,bronze,276.35
6821,Paul Hall,28,bronze,9.69
6822,Stacy Condren,23,bronze,309.87
6823,Anita Berryman,27,bronze,19.28
6824,Jimmie Muller,27,bronze,8.1
6825,Charles Filipiak,39,gold,74.22
6826,Maria Garcia,31,bronze,14.57
6827,Walter Johnson,37,silver,25.0
6828,Kevin Scroggs,41,bronze,6.14
6829,Richard Lowery,31,bronze,16.52
6830,Frank Clark,34,bronze,13.68
6831,Oliver Rybowiak,28,silver,62.36
6832,Evan Kelly,44,silver,76.36
6833,Sue Thomas,28,bronze,11.129999999999999
6834,Melissa Perez,35,silver,15.64
6835,Barry Wines,29,bronze,124.0
6836,Leslie Smith,41,silver,54.39
6837,John Goracke,35,bronze,16.39
6838,Melissa Higgins,25,bronze,13.09
6839,Damian Reyes,41,silver,20.07
6840,Timothy Sexton,27,silver,25.509999999999998
6841,Arthur Leberte,43,silver,59.65
6842,Raymond Puckett,40,bronze,532.75
6843,Elizabeth Silver,35,bronze,10.2
6844,Robert Nalls,29,bronze,22.189999999999998
6845,Sally Williams,35,bronze,9.3
6846,Tony Jusino,23,bronze,11.120000000000001
6847,Zoila Flick,36,silver,18.740000000000002
6848,Thomas Rigsby,23,bronze,146.32
6849,Roy Laditka,38,silver,6.08
6850,Rhoda Rivera,37,bronze,139.37
6851,Pauline Johnson,36,gold,12.32
6852,Melanie Evans,31,bronze,30.28
6853,Natalie Johnson,39,gold,50.02
6854,Yolanda Burchfield,45,gold,125.5
6855,Kenneth Keller,36,bronze,12.66
6856,Valorie Melo,38,bronze,15.19
6857,Johnny Mills,32,silver,12.06
6858,Anita Winfrey,37,gold,2635.76
6859,Sandra Shipp,41,silver,19.740000000000002
6860,Numbers Malone,28,bronze,10.09
6861,Rebecca Lewis,29,bronze,7.0
6862,Jeanne Skursky,32,gold,18.57
6863,Debra Garcia,37,gold,426.69
6864,Mary Estes,40,bronze,5.14
6865,Richard Riojas,37,bronze,10.56
6866,Stephanie Smith,22,silver,36.230000000000004
6867,Philip Kincade,26,bronze,47.52
6868,Glenn Lemonds,42,bronze,13.43
6869,Cortney Gonzales,24,bronze,10.870000000000001
6870,Billy Johnson,25,bronze,16.59
6871,Barry Picciano,29,bronze,150.3
6872,Harold Neal,29,gold,63.08
6873,Patrick Reyes,40,gold,17.240000000000002
6874,Linda Hefferman,37,silver,13.01
6875,Maritza Binion,37,bronze,50.62
6876,Rita Lee,35,bronze,29.09
6877,James Hunt,35,bronze,8.45
6878,James Maguire,41,bronze,17.07
6879,Mariam Lucas,42,bronze,1025.4099999999999
6880,Andy Segal,37,bronze,6.67
6881,Alfonso Dobbs,27,gold,8.7
6882,Gregory Baham,42,bronze,19.42
6883,Yolanda Outwater,34,bronze,9.5
6884,Benny Bax,41,bronze,1958.37
6885,Elaine Jantzen,39,silver,32.510000000000005
6886,Randy Smith,39,bronze,306.52
6887,Charles Hyden,40,silver,16.490000000000002
6888,Lisa Herron,26,bronze,94.98
6889,Dale Glover,37,bronze,8.15
6890,Cheryl Ramirez,44,silver,21.64
6891,Heidi Briggs,34,bronze,8.47
6892,Marilyn Jones,28,gold,134.97
6893,Andrea Craft,30,gold,19.16
6894,Helen Buchanan,33,gold,11.23
6895,Roy Miller,32,bronze,58.48
6896,Celia Ford,42,silver,17.96
6897,Alice Ward,22,bronze,27.0
6898,Donna Vazquez,32,bronze,8.38
6899,Peter Rodriguez,34,gold,8.2
6900,Melodie James,41,bronze,1571.46
6901,Del Sargent,36,bronze,32.46
6902,Lola Matthews,41,bronze,11.379999999999999
6903,Leslie Ellis,41,silver,16.41
6904,Eduardo Crockett,29,bronze,81.3
6905,Rose Bloom,36,bronze,24.48
6906,John Miles,45,bronze,25.58
6907,Steven Woolley,23,bronze,78.23
6908,Jessie Thayer,39,silver,21.369999999999997
6909,Irene Hasbrouck,44,bronze,12.81
6910,Robin Pena,40,bronze,8.1
6911,Armando Richardson,37,silver,123.42
6912,Connie Andrews,25,silver,10.71
6913,Ernestine Flores,19,gold,11.19
6914,Cedric Chard,37,bronze,17.9
6915,Richard Mitchell,45,bronze,28.8
6916,Wanda Weir,30,gold,18.369999999999997
6917,Fred Fultz,39,silver,18.53
6918,Bronwyn Stiles,26,bronze,17.75
6919,Ruth Rowald,31,bronze,10.4
6920,Georgia Ward,29,bronze,18.52
6921,Mary Holland,32,gold,8.11
6922,Dixie Contreras,44,silver,25.93
6923,Erika Turner,38,bronze,6.75
6924,Bryan Leblanc,43,bronze,48.17
6925,Susan Miller,28,bronze,41.33
6926,Barbara Allard,36,silver,9.620000000000001
6927,Amy Green,34,bronze,8.51
6928,Eric Guerrero,32,gold,59.86
6929,Terry Royce,39,bronze,46.23
6930,Michael Christian,37,silver,7.34
6931,June Wilkins,24,gold,15.27
6932,Sergio Stutler,41,bronze,9.120000000000001
6933,Dawn Ray,40,gold,3035.62
6934,James Dyson,28,bronze,15.36
6935,Margie Benavides,28,bronze,19.52
6936,Justin Rosebrough,44,gold,8.48
6937,Deanna Broberg,41,bronze,9.09
6938,Sheila Williams,40,bronze,27.14
6939,Heriberto Zuniga,24,bronze,150.05
6940,Antonio Henry,39,silver,533.06
6941,Sandra Crawford,22,bronze,10.11
6942,Robin Simmons,41,bronze,10.25
6943,Jessica Peevy,39,bronze,1495.99
6944,Bobby Scherer,22,bronze,104.86
6945,Paul Warner,41,gold,10.84
6946,Nicole Berg,41,bronze,66.37
6947,Sara Carter,30,bronze,9.5
6948,Jonathan Taylor,39,bronze,33.09
6949,Billy Quinn,29,bronze,23.96
6950,Julia Lynch,39,silver,43.36
6951,Thelma Little,45,bronze,27.36
6952,Robert Morris,42,bronze,26.33
6953,Roxanne Johnson,37,bronze,6.07
6954,Craig Brown,33,bronze,17.47
6955,James Wigginton,31,silver,7.12
6956,Grant Valentine,39,silver,36.260000000000005
6957,Arthur Arrington,28,gold,12.99
6958,Jeffery Aman,31,bronze,50.09
6959,Frank Poirier,41,bronze,8.09
6960,Michele King,26,silver,71.38
6961,David Latham,32,silver,19.95
6962,Lucy Flores,33,gold,76.58
6963,Arthur Cruz,38,silver,46.58
6964,Stacy White,42,bronze,25.55
6965,Charles Lumpkin,34,gold,16.52
6966,James Jackson,37,bronze,9.11
6967,Elva Trumbore,44,bronze,25.89
6968,David Salter,41,silver,31.51
6969,Christopher Thomas,44,bronze,15.68
6970,Brenda Petty,36,gold,99.57
6971,Tera Larson,37,bronze,14.64
6972,Geraldine Barry,31,bronze,6.15
6973,Olive Runge,41,silver,11.1
6974,Nettie Hannah,34,gold,457.26
6975,Amelia Weed,34,bronze,75.68
6976,John Manning,25,bronze,6.21
6977,Kathleen Pitts,29,gold,8.26
6978,Bessie Geary,30,gold,6.43
6979,Jeannette Martinez,36,bronze,9.69
6980,Ronald Stapleton,41,silver,17.77
6981,Bill Lamontagne,44,gold,96.41
6982,Ruby Green,31,silver,27.18
6983,Deborah Chapman,35,silver,46.06
6984,Stanley Gentile,32,silver,14.36
6985,Amy Tancredi,34,bronze,12.17
6986,Carl Davis,28,bronze,10.65
6987,Ernest Fredricks,28,silver,45.84
6988,Andre Luis,27,gold,565.48
6989,Jamie Isenberg,36,silver,15.7
6990,Rose Rivas,39,bronze,131.07
6991,Cynthia Simpson,21,bronze,189.63
6992,Carmen Allen,39,bronze,33.760000000000005
6993,Reed Kennedy,28,silver,18.939999999999998
6994,Numbers Franz,46,silver,89.28
6995,William Wood,41,silver,19.05
6996,Leslie Porter,29,bronze,8.4
6997,Stacy Ewen,38,bronze,7.0
6998,Timothy Smith,38,gold,28.76
6999,John Williams,36,bronze,58.59
7000,Florence Hackathorn,37,bronze,125.87
7001,Scotty Wethje,29,bronze,275.52
7002,Chester Fernandez,32,silver,39.81
7003,Lisa Thomas,42,silver,30.41
7004,Wanda Franklin,36,bronze,40.1
7005,Randall Brock,22,silver,20.97
7006,Gerald Roman,36,bronze,23.84
7007,Herbert Dewees,22,bronze,32.269999999999996
7008,Tom Williams,39,silver,5.22
7009,Christopher Culver,34,gold,10.75
7010,Valentin Shofner,41,bronze,6.89
7011,Dawn Janousek,30,bronze,12.67
7012,Nick Sanders,41,gold,37.269999999999996
7013,Kelly Vera,37,gold,11.93
7014,Lisa Garcia,43,gold,24.39
7015,Flora Vanzee,28,bronze,257.51
7016,Joshua Phillip,29,bronze,9.54
7017,Mary Gonzales,40,bronze,10.81
7018,Harold Lona,43,silver,21.08
7019,Jarod Lamb,31,bronze,12.870000000000001
7020,Lucille Walker,41,gold,53.46
7021,Valerie Uplinger,40,bronze,12.45
7022,Anthony Jarrett,38,bronze,7.84
7023,Betty Hancock,43,silver,27.98
7024,Dorothy Grenier,41,bronze,8.43
7025,Mary Piekarski,45,silver,68.05
7026,Kasandra Watkins,46,silver,36.81
7027,Santos Putnam,34,bronze,18.98
7028,Audrey Strasser,40,silver,20.89
7029,Kevin Davis,33,bronze,8.67
7030,Anne Ramos,31,bronze,30.5
7031,George Nelson,41,silver,21.82
7032,Terri Richard,29,bronze,13.030000000000001
7033,John Balder,33,bronze,12.18
7034,Daniel Hatfield,40,bronze,74.16
7035,Sherman Ferrara,20,gold,42.3
7036,Brian Carroll,29,bronze,178.39
7037,Sandy Aguilar,34,silver,29.15
7038,Maria Jarman,36,bronze,15.66
7039,Linda Montalto,33,silver,13.04
7040,Jose Rameriez,40,gold,11.08
7041,Sally Phillips,34,bronze,21.97
7042,Amanda Scruggs,32,silver,72.7
7043,Christopher Johnson,36,bronze,29.6
7044,Royce Mcclinton,39,silver,36.010000000000005
7045,Dennis Fishback,19,bronze,48.03
7046,Erica Steele,36,silver,46.27
7047,Diane Ervin,33,silver,25.28
7048,Ryan Mccaffrey,36,bronze,27.77
7049,Blake Borman,40,bronze,44.58
7050,Jeffrey Salviejo,42,gold,13.74
7051,Justin Horton,33,bronze,9.49
7052,Crystal Oliver,30,silver,66.94
7053,Lisa Goldstein,35,bronze,30.69
7054,Lara Smallidge,36,silver,42.24
7055,Willie Page,29,gold,8.6
7056,Tiffany Blunt,36,gold,6.89
7057,Russel Evans,39,bronze,18.5
7058,Ronnie Vonbraunsberg,34,bronze,9.46
7059,Wanda Holohan,43,bronze,46.73
7060,Peggy Mair,41,bronze,22.990000000000002
7061,Edwin Artrip,25,bronze,8.120000000000001
7062,Mark Canty,37,silver,25.53
7063,Darrell Strobel,44,silver,13.77
7064,Cheryl Bowe,30,silver,1084.51
7065,Sonja Renninger,21,bronze,29.99
7066,Micheal Knuth,33,bronze,17.77
7067,Stephanie Trausch,35,gold,305.49
7068,Dorothy Cain,30,silver,14.58
7069,Thomas Aitken,42,silver,26.12
7070,Brittany Destefano,27,gold,46.57
7071,Richard Matthews,30,bronze,176.0
7072,William Shoemaker,41,gold,13.66
7073,Alison Odom,38,bronze,14.879999999999999
7074,Sonia Prejean,34,silver,12.35
7075,Sheila Johnson,41,gold,132.01999999999998
7076,Wilbert Woolsey,46,gold,42.43
7077,Rebecca Hernandez,20,silver,39.84
7078,Christopher Hatfield,40,bronze,36.42
7079,Crystal Boucher,31,gold,16.35
7080,Katie Terrell,28,gold,11.76
7081,Vicky Bonner,38,bronze,5.41
7082,Graham Buntrock,39,bronze,17.87
7083,Tiffany Henderson,34,bronze,367.0
7084,Tracey Holmes,35,silver,11.879999999999999
7085,Judith Flaherty,45,silver,137.13
7086,Adam Redfern,21,bronze,14.08
7087,Diana Stroud,42,silver,27.64
7088,Olivia Mcintosh,34,bronze,10.98
7089,Crystal Roman,35,gold,9.38
7090,Bob Buchanan,43,bronze,42.74
7091,David August,38,bronze,6.73
7092,Jessica Acevedo,32,bronze,39.47
7093,Willie Taylor,26,silver,9.21
7094,Ann Villalobos,37,gold,11.1
7095,Jesse Wilcox,28,gold,10.65
7096,Ricky Reyes,37,bronze,26.18
7097,Tara Ross,32,bronze,10.11
7098,Janet Castillo,22,bronze,7.04
7099,Camille Bailey,41,gold,145.14
7100,Lillian Kelley,34,silver,9.18
7101,Catherine Cummins,41,silver,43.12
7102,Wilma Cohen,44,silver,33.07
7103,Richard Huston,41,bronze,7.52
7104,Scottie Aguirre,34,silver,12.8
7105,Valerie Rottman,46,silver,41.879999999999995
7106,Terry Serrano,31,silver,11.129999999999999
7107,Julian Porter,24,silver,23.78
7108,Jon Kephart,44,silver,20.64
7109,William Palomo,38,silver,20.98
7110,Huey Spencer,37,silver,282.52
7111,Laura Rodriguez,29,bronze,138.73
7112,Chris Robertson,29,bronze,12.83
7113,Katina Ayer,42,silver,181.65
7114,Lisa Ring,20,gold,168.42
7115,James Mcgaha,39,gold,97.29
7116,Heather Vazquez,42,bronze,19.32
7117,Wendy Keene,33,bronze,27.92
7118,Ethel Meeks,41,bronze,7.09
7119,Cynthia Yerkovich,33,bronze,7.26
7120,Doretha Coleman,41,bronze,57.34
